love,sex,0.8515380274770277
tiger,cat,0.8944543940157688
tiger,tiger,1.0
book,paper,0.6742498325337545
computer,keyboard,0.3737908423475237
computer,internet,0.33019042951028127
plane,car,0.7194339072268571
train,car,0.6786666052669672
telephone,communication,-0.0
television,radio,0.9196692563012273
media,radio,0.8322760066971366
drug,abuse,0.0
bread,butter,0.711420490146294
cucumber,potato,0.6590035701554047
doctor,nurse,0.8351534747090343
professor,doctor,0.7036526610448273
student,professor,0.2762736071141931
smart,student,-0.0
smart,stupid,-0.0
company,stock,0.48306824001540044
stock,market,0.4554324694618166
stock,phone,0.41401022612833654
stock,CD,0.3719878256861127
stock,jaguar,0.493908593120603
stock,egg,0.545351289658579
fertility,egg,-0.0
stock,live,0.32683729700177716
stock,life,0.36760641049028825
book,library,0.5374880027008111
bank,money,0.482901085763742
wood,forest,1.0
money,cash,0.7888839126424345
professor,cucumber,0.06521708659089354
king,cabbage,0.30509393815158475
king,queen,1.0
king,rook,0.7721813992767788
bishop,rabbi,0.6655650900427844
Jerusalem,Israel,0.36666894771287173
Jerusalem,Palestinian,2.580051361929983e-300
holy,sex,0.09139456685195431
fuck,sex,0.7702540153365864
Maradona,football,-100
football,soccer,0.9057530055264609
football,basketball,0.7536025025710653
football,tennis,0.7699955045932811
tennis,racket,0.2623821647068916
Arafat,peace,-0.0
Arafat,terror,4.6670904874713855e-300
Arafat,Jackson,1.347436826644269e-299
law,lawyer,-0.0
movie,star,0.18932685175348657
movie,popcorn,3.063667486439371e-300
movie,critic,0.1802799115424912
movie,theater,0.2933164649344553
physics,proton,0.06641557396123841
physics,chemistry,0.817907088214157
space,chemistry,0.08939280845214755
alcohol,chemistry,0.39883851921854835
vodka,gin,1.7712256235754857e-299
vodka,brandy,1.7712256235754857e-299
drink,car,0.11225779340702811
drink,ear,0.39542919409243665
drink,mouth,0.4261564906645317
drink,eat,0.6220354374387025
baby,mother,0.6839093224362258
drink,mother,0.5948744655835082
car,automobile,1.0
gem,jewel,1.0
journey,voyage,0.8092931500740622
boy,lad,0.8305623983610396
coast,shore,0.9632173804623256
asylum,madhouse,0.8555839091868429
magician,wizard,1.0
midday,noon,1.0
furnace,stove,0.22813808925013807
food,fruit,0.16098394945475356
bird,cock,0.7739372037654989
bird,crane,0.7478120181755705
tool,implement,0.9471542795803441
brother,monk,0.9864074497952746
crane,implement,0.3590566838112666
lad,brother,0.2551747333560268
journey,car,-0.0
monk,oracle,0.2256522165279408
cemetery,woodland,0.12344084378220546
food,rooster,0.09193186093161773
coast,hill,0.5991131628821826
forest,graveyard,0.12344084378220546
shore,woodland,0.1355829969630242
monk,slave,0.2543108201944307
coast,forest,0.1306458563572937
lad,wizard,0.2550914661759818
chord,smile,0.24625562478527205
glass,magician,0.21416825402673018
noon,string,0.06617171295532323
rooster,voyage,-0.0
money,dollar,0.7220213272946928
money,cash,0.7888839126424345
money,currency,0.8635023353393572
money,wealth,0.9960572356437776
money,property,0.8827367971157858
money,possession,0.6773078195650877
money,bank,0.482901085763742
money,deposit,0.812362877436898
money,withdrawal,0.06709851981990947
money,laundering,0.05837226203433132
money,operation,0.09595553231632611
tiger,jaguar,0.7973702449225933
tiger,feline,0.8319672583295485
tiger,carnivore,0.7882233724493537
tiger,mammal,0.6153897802662607
tiger,animal,0.5781757001312874
tiger,organism,0.30918536434370175
tiger,fauna,0.5781757001312874
tiger,zoo,0.12594194497668781
psychology,psychiatry,0.6552293883817466
psychology,anxiety,0.06768238220461609
psychology,fear,0.06578656336760624
psychology,depression,0.1531063364639282
psychology,clinic,0.05269273527818585
psychology,doctor,0.16542735480965112
psychology,Freud,-0.0
psychology,mind,0.3739561118793054
psychology,health,0.06004979886905243
psychology,science,0.8474590505736942
psychology,discipline,0.7275617910923693
psychology,cognition,0.4258908474909009
planet,star,0.8742320798564324
planet,constellation,0.5918069477302021
planet,moon,0.7808882364067532
planet,sun,0.8104382016691204
planet,galaxy,0.19710506447503806
planet,space,0.19068789350807733
planet,astronomer,0.2423042119219969
precedent,example,0.8170984525340075
precedent,information,0.6058226264347694
precedent,cognition,0.36889484830512276
precedent,law,0.8394166273747667
precedent,collection,0.6077251497766955
precedent,group,0.3957297896151552
precedent,antecedent,0.3045647079345919
cup,coffee,0.6511370350424351
cup,tableware,0.8402414484216962
cup,article,0.8298794191050125
cup,artifact,0.36472499561999216
cup,object,0.2610784536623977
cup,entity,-0.0
cup,drink,0.7820850021171779
cup,food,0.6724557775324919
cup,substance,0.6138149856859102
cup,liquid,0.7640930932536016
jaguar,cat,0.8801867307807264
jaguar,car,0.1523372082982704
energy,secretary,0.10218740841430991
secretary,senate,-0.0
energy,laboratory,0.09342112258117007
computer,laboratory,0.13377959985558244
weapon,secret,0.06668901763153157
FBI,fingerprint,0.051338398830645324
FBI,investigation,0.06428855974093167
investigation,effort,0.6930215198694225
Mars,water,0.3402681990183704
Mars,scientist,0.17628837402839279
news,report,0.988681756987216
canyon,landscape,0.11382009652319541
image,surface,0.37839149602066613
discovery,space,0.08886600691460797
water,seepage,0.05602256351572971
sign,recess,0.43848619008301065
Wednesday,news,0.06660102694380376
mile,kilometer,0.5788349234578791
computer,news,-0.0
territory,surface,0.5571437870475101
atmosphere,landscape,0.2985464877497494
president,medal,0.06300526500707936
war,troops,0.0710533591396059
record,number,0.7960636942697947
skin,eye,0.4902355662409748
Japanese,American,0.695328935150614
theater,history,0.18226729288770258
volunteer,motto,-0.0
prejudice,recognition,0.5554564616784389
decoration,valor,0.05216774497159951
century,year,0.48413841580276823
century,nation,0.08284210926422621
delay,racism,0.21110030290570073
delay,news,0.21265379831453216
minister,party,0.25947410794402526
peace,plan,0.07604322709442059
minority,peace,0.30254701048742405
attempt,peace,0.0767538352473955
government,crisis,0.2359560566833308
deployment,departure,0.2115527137097384
deployment,withdrawal,0.650122187253266
energy,crisis,0.4432766195735564
announcement,news,0.48956371924426967
announcement,effort,0.08515879294280457
stroke,hospital,0.1547593069519556
disability,death,0.3355613162777944
victim,emergency,0.15921961104274043
treatment,recovery,0.2786128768676727
journal,association,0.08139452281676637
doctor,personnel,0.07628780736150996
doctor,liability,0.06486719760931729
liability,insurance,0.36037913900531837
school,center,0.6691128467940572
reason,hypertension,0.3851218089925886
reason,criterion,0.31617344142228354
hundred,percent,0.06829620852791518
Harvard,Yale,0.8601757473172323
hospital,infrastructure,0.061411762299820684
death,row,0.26698565607909275
death,inmate,0.07969006422830302
lawyer,evidence,-0.0
life,death,0.8884181876753028
life,term,0.9048876556812429
word,similarity,0.33481332660704377
board,recommendation,0.06771869356392991
governor,interview,-0.0
OPEC,country,7.813282173894631e-300
peace,atmosphere,0.5012732772572553
peace,insurance,0.841657357116302
territory,kilometer,0.052340449792619925
travel,activity,0.500273063343686
competition,price,0.3214915323662156
consumer,confidence,-0.0
consumer,energy,0.11384375870978919
problem,airport,-0.0
car,flight,0.25649805199681286
credit,card,0.4289126624938194
credit,information,0.5513714763049985
hotel,reservation,0.1412726711962408
grocery,money,-0.0
registration,arrangement,0.3593651480880109
arrangement,accommodation,0.4095887473784338
month,hotel,-0.0
type,kind,0.8961068543873082
arrival,hotel,0.16019965470411351
bed,closet,0.739163302956989
closet,clothes,0.2451471541522645
situation,conclusion,0.34603836193516563
situation,isolation,0.40322144932271536
impartiality,interest,0.15603611914284587
direction,combination,0.33395670203300193
street,place,0.3659476869572593
street,avenue,0.9129674397233387
street,block,0.30602091203318943
street,children,0.19755912867331235
listing,proximity,0.1353372254942668
listing,category,0.18906259581323492
cell,phone,0.9593573082004692
production,hike,0.23226181522486328
benchmark,index,0.5138156505109648
media,trading,0.230905111645539
media,gain,0.3692939596720341
dividend,payment,0.7258439252040906
dividend,calculation,0.06156058860308183
calculation,computation,1.0
currency,market,0.07994149324766858
OPEC,oil,1.1924584157955451e-300
oil,stock,0.5241328190311456
announcement,production,0.30124458622529965
announcement,warning,0.4572875250154388
profit,warning,0.07383170807516608
profit,loss,0.7695806950409393
dollar,yen,0.6098409189043508
dollar,buck,1.0
dollar,profit,0.07191118108082586
dollar,loss,0.0691234794803264
computer,software,-0.0
network,hardware,0.29273774074208103
phone,equipment,0.7530899129088198
equipment,maker,0.23364771817834773
luxury,car,-0.0
five,month,0.37369763820576113
report,gain,0.08408874139813224
investor,earning,-100
liquid,water,0.9944056278211347
baseball,season,0.06935309226635097
game,victory,0.26371984326300973
game,team,0.08356240816619734
marathon,sprint,0.18971003732538474
game,series,0.6993542746824948
game,defeat,0.2353805334942334
seven,series,0.31585469988927617
seafood,sea,0.0850113136944844
seafood,food,0.7898772849676011
seafood,lobster,0.809234919214532
lobster,food,0.6145621255093899
lobster,wine,0.2965339881184699
food,preparation,0.4612871902757316
video,archive,0.20568705671276222
start,year,0.38456173796669557
start,match,0.611385293800543
game,round,0.7439531889387287
boxing,round,0.6882965832555522
championship,tournament,0.6331186743451404
fighting,defeating,0.4639754691419344
line,insurance,0.5591060341533179
day,summer,0.47446037120063217
summer,drought,0.35103197757854643
summer,nature,0.07189649635787966
day,dawn,0.42860031354851924
nature,environment,0.3364013243331647
environment,ecology,1.2927150189692555e-299
nature,man,0.30132755342783335
man,woman,0.7870841372982784
man,governor,0.40191713076293156
murder,manslaughter,0.7849265638339985
soap,opera,0.07504479789251951
opera,performance,0.0836105540827027
life,lesson,0.3101962077507499
focus,life,0.37120026278024126
production,crew,0.07007495983690788
television,film,0.7198187850329066
lover,quarrel,0.16879482323104547
viewer,serial,0.2120950359648611
possibility,girl,-0.0
population,development,0.6417861979456791
morality,importance,0.5829878541913331
morality,marriage,0.3064957555089976
Mexico,Brazil,0.4948778519900567
gender,equality,0.23437440681033436
change,attitude,0.3502406158519936
family,planning,0.08227150980221049
opera,industry,0.06515488200277493
sugar,approach,0.08723966801954834
practice,institution,0.8711229211669116
ministry,culture,0.31351381688666624
problem,challenge,0.42056688061662373
size,prominence,0.31211586711983663
country,citizen,0.1780011041190982
planet,people,-0.0
development,issue,0.5667228248247862
experience,music,0.32931917284460155
music,project,0.4315739351340919
glass,metal,0.45385673433476975
aluminum,metal,0.6667606962267715
chance,credibility,0.26809345087206077
exhibit,memorabilia,0.21363501118425532
concert,virtuoso,-0.0
rock,jazz,0.864275405680379
museum,theater,0.2481088648591426
observation,architecture,0.2946915942131652
space,world,0.33442488335519177
preservation,world,0.4448594393301468
admission,ticket,0.3596508303663216
shower,thunderstorm,1.3121791998377283e-299
shower,flood,0.4510790178611283
weather,forecast,0.0
disaster,area,0.3533774923323955
governor,office,0.2497038467277329
architecture,century,0.0631806544264851
